Agency,Stage_of_Rulemaking,Title,RIN,Link
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutant Emissions: Hard and Decorative Chromium Electroplating and Chromium Anodizing Tanks,2060-AT20,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT20
EPA/OAR,Proposed Rule Stage,Vehicle Test Procedure Adjustments for Tier 3 Test Fuel,2060-AT21,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT21
EPA/OAR,Proposed Rule Stage,Control of Air Pollution From Aircraft and Aircraft Engines: Proposed GHG Emissions Standards and Test Procedures,2060-AT26,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT26
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants for Iron and Steel Foundries,2060-AT30,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT30
EPA/OAR,Proposed Rule Stage,Fuels Regulatory Streamlining,2060-AT31,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT31
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Asphalt Processing and Asphalt Roofing Manufacturing Residual Risk and Technology Review,2060-AT34,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT34
EPA/OAR,Proposed Rule Stage,"NESHAP: Surface Coating of Automobiles and Light-Duty Trucks, Plastic Parts, and Miscellaneous Metal Parts Residual Risk and Technology Review",2060-AT49,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT49
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Surface Coating of Metal Cans and Surface Coating of Metal Coil Residual Risk and Technology Review,2060-AT51,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT51
EPA/OAR,Proposed Rule Stage,Supplemental Notice of Potential Withdrawal of the Control Techniques Guidelines for the Oil and Natural Gas Industry,2060-AT76,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT76
EPA/OAR,Proposed Rule Stage,Protection of Stratospheric Ozone: Listing of Substitutes Under the Significant New Alternatives Policy Program,2060-AT78,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT78
EPA/OAR,Proposed Rule Stage,"Revisions to Appendix P to 40 CFR Part 51, Concerning Minimum Emission Reporting Requirements in SIPs",2060-AT80,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT80
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Miscellaneous Organic Chemical Manufacturing Residual Risk and Technology Review,2060-AT85,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT85
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Organic Liquids Distribution (Non-Gasoline) Residual Risk and Technology Review,2060-AT86,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT86
EPA/OAR,Proposed Rule Stage,Prevention of Significant Deterioration (PSD) and Nonattainment New Source Review (NSR): Project Emissions Accounting,2060-AT89,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT89
EPA/OAR,Proposed Rule Stage,"Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources Review",2060-AT90,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT90
EPA/OAR,Proposed Rule Stage,Protection of Visibility: Amendments to Requirements for State Plans,2060-AU01,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU01
EPA/OAR,Proposed Rule Stage,Treatment of Biogenic CO2 Emissions Under the Clean Air Act Permitting Programs,2060-AU03,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU03
EPA/OAR,Proposed Rule Stage,Response to the Section 126(b) Petition From New York,2060-AU04,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU04
EPA/OAR,Proposed Rule Stage,Standards of Performance for New Residential Wood Heaters and New Residential Hydronic Heaters and Forced-Air Furnaces,2060-AU07,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU07
EPA/OAR,Proposed Rule Stage,General National Ambient Air Quality Standards Implementation Update Rule,2060-AU10,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU10
EPA/OAR,Proposed Rule Stage,Protection of Stratospheric Ozone: Updates to the Significant New Alternatives Policy Program,2060-AU11,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU11
EPA/OAR,Proposed Rule Stage,"Revisit Area Designation for 2010 1-hour SO2 NAAQS for Williamson County, Illinois",2060-AU14,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU14
EPA/OAR,Proposed Rule Stage,"Revisit Area Designation for 2010 1-Hour SO2 NAAQS in Freestone and Anderson Counties, Rusk and Panola Counties, and Titus County in Texas",2060-AU15,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU15
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Miscellaneous Coating Manufacturing Residual Risk and Technology Review,2060-AU16,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU16
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Solvent Extraction for Vegetable Oil Production Residual Risk and Technology Review,2060-AU17,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU17
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Municipal Solid Waste Landfills Residual Risk and Technology Review,2060-AU18,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU18
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Site Remediation Residual Risk and Technology Review,2060-AU19,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU19
EPA/OAR,Proposed Rule Stage,"National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters Amendments",2060-AU20,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU20
EPA/OAR,Proposed Rule Stage,"Mercury and Air Toxics Standards for Power Plants Technical Corrections, Electronic Reporting Revisions, and Clarifications",2060-AU21,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU21
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Paper and Other Web Coatings Residual Risk and Technology Review,2060-AU22,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU22
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants (NESHAP) for Cellulose Products Manufacturing,2060-AU23,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU23
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Petition to Amend Phosphoric Acid Mercury Limit,2060-AU25,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU25
EPA/OAR,Proposed Rule Stage,"Protection of Stratospheric Ozone: Adjustments to the Allowance System for Controlling HCFC Production and Import, 2020-2030, and Other Updates",2060-AU26,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU26
EPA/OAR,Proposed Rule Stage,Standards of Performance for Stationary Compression Ignition (CI) Internal Combustion Engines Amendments,2060-AU27,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU27
EPA/OAR,Proposed Rule Stage,Renewable Fuel Standard Program: Modification of Statutory Volume Targets,2060-AU28,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU28
EPA/OAR,Proposed Rule Stage,Amendments Related to Marine Diesel Engine Emission Standards,2060-AU30,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU30
EPA/OAR,Proposed Rule Stage,Technical Revisions to the Greenhouse Gas Reporting Rule,2060-AU35,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU35
EPA/OAR,Proposed Rule Stage,Response to CAA Section 176A(a)(2) Petition From the State of Maine,2060-AU36,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU36
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants: Ethylene Oxide Sterilizers Technology Review,2060-AU37,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU37
EPA/OAR,Proposed Rule Stage,Extension of Photochemical Assessment Monitoring Stations Compliance Deadline,2060-AU38,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU38
EPA/OAR,Proposed Rule Stage,Revisions to Test Methods and Performance Specifications for Air Emission Sources,2060-AU39,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU39
EPA/OAR,Proposed Rule Stage,Review of the Primary National Ambient Air Quality Standards for Ozone,2060-AU40,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU40
EPA/OAR,Proposed Rule Stage,Control of Air Pollution from New Motor Vehicles: Heavy-Duty Engine Standards,2060-AU41,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU41
EPA/OAR,Proposed Rule Stage,"Renewable Fuel Standard Program: Standards for 2020, Biomass-Based Diesel Volumes for 2021, and Other Changes",2060-AU42,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU42
EPA/OAR,Proposed Rule Stage,Relaxation of the Federal Reid Vapor Pressure (RVP) Gasoline Volatility Standard for the Atlanta Area,2060-AU43,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU43
EPA/OAR,Proposed Rule Stage,Review of New Sources and Modifications in Indian Country: Amendments to Federal Implementation Plan; Managing Air Emissions from New and Modified True Minor Sources in Oil and Natural Gas Production,2060-AU45,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU45
EPA/OAR,Proposed Rule Stage,Error Corrections to New Source Review Regulations,2060-AU46,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU46
EPA/OAR,Proposed Rule Stage,General Provisions Amendments to 40 CFR Part 62: Incorporation by Reference of State Plans,2060-AU49,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU49
EPA/OAR,Proposed Rule Stage,On-Highway Heavy-Duty Trailers: Review of Standards and Requirements,2060-AU50,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU50
EPA/OAR,Proposed Rule Stage,National Emission Standards for Hazardous Air Pollutants for Brick and Structural Clay Products Manufacturing,2060-AU47,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU47
EPA/OAR,Proposed Rule Stage,Clean Air Act Benefit-Cost Reforms,2060-AU51,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU51
EPA/OAR,Final Rule Stage,Revisions to the Petition Provisions of the Title V Permitting Program,2060-AS61,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AS61
EPA/OAR,Final Rule Stage,Renewables Enhancement and Growth Support Rule,2060-AS66,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AS66
EPA/OAR,Final Rule Stage,Revisions to Method 202: Dry Impinger Method for Determining Condensable Particulate Emissions From Stationary Sources,2060-AS91,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AS91
EPA/OAR,Final Rule Stage,National Emission Standards for Hazardous Air Pollutant Emissions: Petroleum Refinery Sector,2060-AT18,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT18
EPA/OAR,Final Rule Stage,National Emission Standards for Hazardous Air Pollutants for Clay Ceramics Manufacturing Reconsideration,2060-AT25,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT25
EPA/OAR,Final Rule Stage,"Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources Reconsideration",2060-AT54,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT54
EPA/OAR,Final Rule Stage,"Review of Standards of Performance for Greenhouse Gas Emissions From New, Modified, and Reconstructed Stationary Sources: Electric Utility Generating Units",2060-AT56,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT56
EPA/OAR,Final Rule Stage,Emission Guidelines for Greenhouse Gas Emissions From Existing Electric Utility Generating Units; Revisions to Emission Guideline Implementing Regulations; Revisions to New Source Review Program,2060-AT67,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT67
EPA/OAR,Final Rule Stage,National Emission Standards for Hazardous Air Pollutants for Asbestos: Notice of Request for Approval of an Alternative Work Practice for Asbestos Cement Pipe Replacement,2060-AT73,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT73
EPA/OAR,Final Rule Stage,National Emission Standards for Hazardous Air Pollutants for Hydrochloric Acid Production Residual Risk and Technology Review,2060-AT74,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT74
EPA/OAR,Final Rule Stage,Light-Duty Vehicle GHG Program Technical Amendments,2060-AT75,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT75
EPA/OAR,Final Rule Stage,Protection of Stratospheric Ozone: Revisions to the Refrigerant Management Program's Extension to Substitutes,2060-AT81,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT81
EPA/OAR,Final Rule Stage,Amendments to Federal Implementation Plan for Managing Air Emissions From True Minor Sources in Indian Country in Oil & Natural Gas Production and Natural Gas Processing Segments of O&NG Sector,2060-AT96,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT96
EPA/OAR,Final Rule Stage,"Determinations of Attainment by the Attainment Date, Extensions of the Attainment Date, and Reclassification of Several Areas Classified as Moderate for the 2008 Ozone NAAQS",2060-AT97,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT97
EPA/OAR,Final Rule Stage,NESHAP: Coal- and Oil-Fired Electric Utility Steam Generating Units--Reconsideration of Supplemental Cost Finding and Residual Risk and Technology Review,2060-AT99,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AT99
EPA/OAR,Final Rule Stage,Standards of Performance for New Residential Wood Heaters and New Residential Hydronic Heaters and Forced-Air Furnaces Amendments.,2060-AU00,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU00
EPA/OAR,Final Rule Stage,The Safer Affordable Fuel-Efficient (SAFE) Vehicles Rule for Model Years 2021-2026 Passenger Cars and Light Trucks,2060-AU09,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU09
EPA/OAR,Final Rule Stage,Modifications to Fuel Regulations to Provide Flexibility for E15; Modifications to RFS RIN Market Regulations,2060-AU34,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU34
EPA/OAR,Final Rule Stage,NESHAP: Coal- and Oil-Fired Electric Utility Steam Generating Units--Review of Acid Gas Standards for Certain Existing Eastern Bituminous Coal Refuse-Fired Units,2060-AU48,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU48
EPA/OAR,Final Rule Stage,Adopting Subpart Ba Requirements in Emission Guidelines for Municipal Solid Waste Landfills,2060-AU33,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2060-AU33
EPA/OCSPP,Prerule Stage,"Methylene Chloride; Commercial Paint and Coating Removal Training, Certification and Limited Access Program",2070-AK48,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AK48
EPA/OCSPP,Prerule Stage,Addition of Certain Per- and Polyfluoroalkyl Substances (PFAS) to the Toxics Release Inventory,2070-AK51,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AK51
EPA/OCSPP,Proposed Rule Stage,Pesticides; Expansion of Crop Grouping Program,2070-AJ28,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AJ28
EPA/OCSPP,Proposed Rule Stage,Pesticide Product Performance Data Requirements for Products Claiming Efficacy Against Invertebrate Pests,2070-AJ49,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AJ49
EPA/OCSPP,Proposed Rule Stage,Pesticides; Technical Amendments to the Data Requirements,2070-AK00,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AK00
EPA/OCSPP,Proposed Rule Stage,Pesticides; Procedural Rule Amendment; Requirement for Certain Pesticide Actions to Publish Notices in the Federal Register,2070-AK06,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AK06
EPA/OCSPP,Proposed Rule Stage,Pesticides; Administrative Corrections and Removal of Obsolete Information,2070-AK13,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AK13
EPA/OCSPP,Proposed Rule Stage,Restoration of Inadvertently-Removed Exemption From the Requirements of FIFRA,2070-AK25,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AK25
EPA/OCSPP,Proposed Rule Stage,Pesticides; Agricultural Worker Protection Standard; Revision of the Application Exclusion Zone Requirements,2070-AK49,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AK49
EPA/OCSPP,Proposed Rule Stage,Microorganisms: General Exemptions From Reporting Requirements; Revisions of Recipient Organisms Eligible for Tier I and Tier II Exemptions,2070-AJ65,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AJ65
EPA/OCSPP,Proposed Rule Stage,Long-Chain Perfluoroalkyl Carboxylate and Perfluoroalkyl Sulfonate Chemical Substances; Significant New Use Rule,2070-AJ99,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2070-AJ99
